D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,rank
0:0,3:3,5:1,1:0,0:0,0:0,7:5,0:1,0:0,1:0,2:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,4585
16:13,10:9,9:3,4:4,0:2,5:5,5:4,11:11,2:3,5:1,2:1,4:3,9:7,0:0,0:0,0:1,0:0,2:2,3:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4585
51:46,28:16,4:2,1:2,4:3,1:0,4:6,0:0,1:3,0:1,0:1,0:1,11:7,0:1,1:0,1:1,0:1,1:0,15:4,0:0,1:0,13:15,0:1,0:1,4:1,0:0,4585
4:4,21:20,17:7,4:7,6:3,1:2,12:10,44:46,3:2,21:9,2:2,2:0,10:11,2:3,1:1,0:1,0:0,9:4,4:1,0:1,0:0,0:0,1:2,0:0,2:0,0:0,4585
11:5,4:2,4:2,1:0,0:0,0:0,1:1,0:0,0:0,2:0,0:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4584
2:1,14:7,0:0,0:0,0:0,0:0,5:4,0:0,0:0,0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4584
28:13,2:2,4:2,1:0,5:1,0:0,1:5,3:4,0:1,3:2,2:0,0:0,1:3,0:0,0:0,0:0,0:0,5:5,4:3,0:0,0:0,3:2,1:0,0:0,0:0,0:0,4584
0:0,1:4,4:2,10:3,2:1,11:2,1:3,2:2,3:1,0:0,0:0,0:2,1:1,0:0,0:0,0:0,0:0,1:6,3:2,4:1,0:0,0:0,0:0,0:0,0:0,0:0,4583
0:0,18:12,2:1,0:0,0:0,0:0,4:4,14:12,4:0,1:1,2:2,0:0,7:2,1:1,0:1,0:0,1:0,1:8,0:0,0:0,2:0,0:0,1:0,0:0,0:0,0:0,4581
2:3,16:11,1:1,0:0,1:0,1:1,1:2,7:3,0:0,5:2,8:3,0:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4580
19:7,3:6,4:1,5:5,2:3,0:0,2:0,7:3,2:2,1:1,0:0,1:0,5:5,0:0,0:0,1:0,1:0,1:1,7:2,1:0,0:0,4:3,1:0,0:0,0:0,0:0,4580
7:4,29:12,9:2,8:6,3:3,0:0,7:5,24:24,0:2,7:6,5:10,0:1,25:17,0:1,1:0,0:0,0:2,0:1,1:1,1:0,1:0,1:3,1:3,0:0,1:0,1:2,4580
19:11,0:1,4:4,4:2,2:1,2:3,0:0,0:1,1:1,2:0,0:2,7:2,0:1,0:0,0:0,5:2,0:0,0:2,25:10,0:0,0:1,0:1,0:0,0:0,1:0,0:0,4579
2:0,3:5,3:1,2:0,2:2,2:1,5:5,9:6,2:0,1:0,1:1,0:0,0:1,0:0,0:0,1:0,0:0,1:1,4:1,0:0,1:0,1:1,0:0,0:0,0:0,0:0,4578
0:0,0:0,0:0,0:0,0:0,47:39,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4578
15:14,0:0,0:0,4:2,2:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4577
6:6,0:1,10:4,0:0,0:0,19:17,0:0,1:1,1:1,0:1,1:0,3:0,0:0,0:0,0:0,0:2,0:0,0:0,5:2,0:0,0:0,1:0,0:1,0:0,0:0,0:0,4577
0:0,0:0,0:1,0:0,0:0,22:17,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4576
1:0,15:8,2:0,3:0,0:0,0:0,4:5,0:0,0:0,0:0,6:6,0:0,18:6,0:0,0:0,0:0,0:0,2:2,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4576
30:13,5:7,25:21,9:7,7:8,3:4,2:5,21:16,3:1,1:2,2:1,1:3,3:3,2:2,0:0,1:1,0:0,1:0,5:2,6:8,0:1,0:1,1:1,0:0,0:1,0:1,4576
17:15,16:13,17:13,7:10,1:2,5:5,4:10,30:36,3:5,3:4,99:54,3:3,7:5,0:1,0:0,0:0,0:1,4:6,1:2,0:2,0:1,0:0,1:1,0:1,1:0,0:1,4576
0:0,0:0,0:0,0:0,0:0,110:91,0:0,0:0,0:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4575
0:0,4:1,0:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4231
0:0,0:0,0:0,0:0,11:5,1:0,33:18,0:0,1:2,0:0,2:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4574
0:0,37:21,0:0,1:2,0:0,0:0,3:3,0:1,0:0,1:2,7:2,0:0,1:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4574
0:0,60:33,0:0,0:0,1:0,0:0,19:19,0:0,0:0,0:1,15:10,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,6:1,0:0,4574
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,62:44,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4573
84:50,0:2,2:2,7:9,4:4,2:3,0:1,1:1,0:0,1:2,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4573
6:5,3:4,3:3,1:1,2:2,4:2,4:6,4:3,4:5,0:1,36:17,0:0,3:4,0:1,0:0,0:1,1:0,2:3,1:4,0:0,1:1,0:2,35:33,0:0,1:0,0:0,4573
0:0,1:2,2:2,4:3,0:0,0:0,14:8,0:0,1:1,2:2,3:0,0:0,2:2,0:0,0:0,0:1,0:0,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4572
7:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,2:1,2:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,5:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4571
1:0,0:0,7:5,0:1,0:0,12:9,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:1,0:0,0:0,0:0,0:0,4571
2:2,0:1,32:13,1:0,0:0,3:1,1:0,0:2,3:1,0:1,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,4571
3:5,10:6,3:1,6:2,1:0,5:0,7:6,13:5,1:1,5:1,4:7,0:1,1:3,0:0,0:1,1:0,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,4571
10:9,3:8,81:55,1:3,2:2,3:1,3:5,0:0,2:1,0:2,0:0,1:0,1:6,0:0,0:0,0:0,0:1,0:0,1:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,4571
1:0,0:0,4:4,2:1,0:1,2:1,0:0,0:1,1:1,0:0,0:1,1:2,2:1,0:0,0:0,15:4,0:0,0:0,13:8,0:0,0:0,3:0,0:1,0:0,0:0,0:0,4570
20:17,0:0,97:74,36:33,4:5,38:38,1:2,4:11,10:16,9:7,1:3,14:5,3:9,2:1,0:0,2:2,2:2,1:0,16:13,0:1,0:0,1:0,0:1,1:1,0:0,1:0,4143
7:2,38:29,1:2,1:2,2:1,1:0,4:4,5:3,1:0,1:1,7:4,0:1,2:2,1:1,0:1,0:0,0:0,2:1,2:1,0:1,0:0,0:0,0:1,0:0,1:0,0:0,4570
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,15:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4569
0:0,5:3,1:1,0:0,2:1,0:0,0:1,22:17,0:0,4:1,2:1,0:0,23:16,0:0,0:0,0:0,0:1,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4569
3:0,23:24,1:0,2:2,0:0,2:0,5:8,7:6,1:0,13:7,8:8,0:0,2:4,0:1,0:1,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,4569
0:0,0:3,4:2,0:1,0:0,1:1,0:0,1:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,4568
1:0,0:0,0:0,0:0,1:0,38:33,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4567
1:0,4:2,2:0,1:0,0:0,0:0,3:2,19:11,0:0,8:2,1:1,0:0,2:1,0:0,0:0,0:0,0:0,5:1,1:0,0:1,0:0,0:0,2:1,0:0,0:0,0:0,4567
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,44:29,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:1,0:0,4567
0:0,17:9,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4566
39:24,0:1,0:0,4:2,0:1,1:2,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4566
16:8,5:5,5:0,5:4,1:1,1:1,3:4,6:4,4:2,1:2,0:1,2:0,0:1,0:0,0:0,0:0,0:0,0:1,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4566
11:13,23:21,3:5,7:7,6:3,2:5,3:5,86:63,0:2,4:3,6:6,0:2,3:2,1:2,0:0,2:1,0:0,16:11,3:4,0:1,0:0,0:0,0:1,0:1,0:0,0:0,4566
17:9,6:4,1:2,5:2,2:1,2:0,28:13,8:5,3:1,1:1,6:2,0:1,7:2,1:0,0:0,0:1,0:0,6:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,4565
0:0,0:0,21:19,1:0,0:0,0:2,1:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,4564
2:0,7:3,23:7,1:0,4:1,0:0,6:1,3:2,4:1,0:0,10:6,0:0,7:2,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4564
1:1,3:5,48:29,0:1,1:1,4:5,3:2,1:2,7:8,0:1,1:0,1:1,0:2,0:0,0:0,0:1,1:0,6:6,2:1,1:1,2:1,1:2,0:0,0:0,1:0,0:0,4564
2:5,0:1,37:23,0:0,5:4,24:11,0:0,0:1,8:8,0:3,1:0,1:4,2:2,0:0,0:0,5:2,0:0,0:0,0:7,9:6,0:0,2:4,0:0,0:0,0:0,5:0,4564
94:78,0:0,3:4,3:6,1:6,0:0,0:0,0:0,0:1,0:0,0:0,1:3,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,4564
3:4,15:9,0:2,7:1,1:1,2:3,10:11,4:7,3:2,2:2,13:13,1:1,4:3,0:0,0:0,1:0,0:0,2:1,2:2,0:0,0:0,0:0,1:0,1:0,0:2,0:0,4563
1:2,0:0,0:0,29:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4562
0:0,0:0,0:0,0:0,0:0,39:38,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,4562
5:3,30:31,14:13,0:3,0:2,5:6,23:20,18:13,6:2,4:1,17:11,0:2,2:2,0:0,0:0,0:0,0:0,2:3,5:3,0:0,0:0,1:1,0:1,0:0,1:0,0:0,4562
0:2,0:0,0:1,0:0,0:0,190:157,0:0,0:0,0:2,1:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,4562
10:3,7:6,0:1,0:3,1:0,0:0,0:1,3:5,0:0,5:1,1:1,2:0,1:0,0:0,0:0,0:0,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4440
3:0,0:0,1:0,0:0,0:0,143:102,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,4561
3:0,0:1,1:0,1:0,2:0,0:0,1:1,3:1,0:0,1:1,0:0,1:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4560
0:0,6:2,0:1,0:3,0:0,0:0,4:5,0:0,0:0,0:0,41:35,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4190
23:23,0:2,3:1,2:4,6:1,0:2,0:1,0:0,1:0,0:0,0:1,0:2,1:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4560
12:9,1:0,8:6,5:7,0:0,1:3,0:0,1:0,0:0,13:6,0:2,0:1,0:1,0:0,0:0,0:0,0:0,1:1,1:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4560
2:1,19:10,3:1,1:2,1:2,0:1,8:6,9:9,0:2,2:2,11:6,0:0,4:2,3:1,0:0,0:1,0:0,5:4,1:2,0:2,1:0,1:0,3:0,0:1,0:0,0:0,4560
3:3,9:10,0:0,0:0,1:1,2:0,44:19,0:2,1:2,0:1,12:6,0:0,6:4,0:0,3:3,2:2,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:1,0:0,4560
1:1,9:10,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,11:6,1:2,0:1,0:0,1:0,2:1,0:0,0:0,0:2,0:1,0:1,0:0,0:0,4559
0:0,4:2,30:19,2:0,0:0,1:1,4:3,4:1,7:5,0:1,2:4,0:0,0:0,0:0,0:0,0:1,1:0,0:1,0:2,1:1,0:0,0:0,0:0,0:0,0:0,0:0,4559
3:3,3:1,1:0,5:0,6:4,1:0,0:0,0:1,22:19,0:0,0:0,0:0,2:3,0:0,0:0,8:9,3:1,0:0,2:4,0:0,0:1,7:4,0:0,0:0,0:0,0:0,4559
10:6,4:6,44:22,5:4,1:3,25:23,1:4,0:2,9:8,2:1,1:1,2:2,1:1,0:0,0:0,0:1,0:1,0:1,1:1,5:11,0:0,2:5,0:0,0:2,0:0,0:1,4559
0:0,30:22,62:48,5:0,0:0,3:0,3:5,12:10,8:7,0:0,5:7,0:0,2:3,0:0,0:0,0:0,0:0,1:2,0:0,1:0,0:0,0:1,0:0,0:0,1:0,0:0,4559
2:1,13:1,3:0,1:2,2:0,1:0,14:3,3:1,0:1,5:1,14:6,1:0,1:0,0:0,0:1,3:2,0:1,5:1,3:1,0:1,0:0,0:2,0:2,1:0,0:0,0:0,4558
4:2,21:19,4:2,1:2,1:1,1:0,16:13,4:3,1:1,2:1,10:6,1:0,10:5,0:1,0:1,0:2,0:0,1:2,3:3,0:0,0:0,0:0,1:2,0:0,0:0,0:0,4558
0:0,100:77,0:1,2:2,2:1,0:0,19:19,4:3,0:1,3:2,14:13,0:0,8:4,1:1,0:1,0:1,0:1,1:2,0:0,0:0,0:1,0:0,3:4,0:2,2:2,0:0,4558
11:3,0:0,6:2,0:1,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4556
4:2,0:0,5:1,0:0,0:0,15:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,4556
1:1,1:1,2:2,2:2,0:0,0:0,10:6,8:10,0:0,1:0,7:7,1:1,4:2,0:0,0:0,0:0,0:0,0:0,0:2,1:0,0:0,0:0,0:0,1:1,1:0,0:0,4556
0:0,0:0,0:0,0:0,0:0,45:42,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4556
15:13,6:6,4:6,20:17,2:2,7:8,0:1,0:0,2:2,1:1,0:0,5:3,8:6,0:2,0:0,7:7,0:0,0:0,96:93,1:1,0:0,1:0,0:0,0:1,0:0,0:0,4556
4:1,27:19,6:3,1:2,1:1,1:5,18:11,4:3,0:4,9:4,47:25,0:1,22:15,1:1,0:1,0:1,0:0,3:2,3:3,0:1,0:0,0:0,1:1,0:0,0:0,0:0,4555
2:5,4:4,3:4,8:15,1:2,5:8,1:2,1:2,0:1,0:4,0:0,6:6,1:1,2:3,0:1,7:5,0:1,1:0,140:80,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4555
3:1,15:9,1:5,2:2,1:0,0:0,4:4,4:2,0:2,1:1,3:2,0:0,5:6,0:0,0:0,1:0,0:0,1:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,4554
0:1,30:13,0:0,0:0,0:2,0:0,18:9,0:1,0:1,0:0,0:0,0:0,24:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,4:0,0:2,0:0,1:0,0:0,4554
1:3,1:2,2:5,15:9,0:1,4:1,2:1,6:7,10:8,3:11,0:0,0:1,5:9,0:1,0:1,0:0,0:1,1:1,1:1,12:3,0:0,1:1,68:47,1:0,0:0,1:2,4554
44:24,0:1,3:2,20:9,2:1,11:11,0:1,2:2,0:0,0:0,0:0,3:2,1:2,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4553
3:1,0:0,0:0,102:74,0:1,0:1,0:3,0:1,1:2,1:3,0:2,1:0,1:1,0:2,0:2,0:0,0:0,0:0,1:1,0:0,2:1,0:0,0:8,0:1,1:4,0:0,4553
8:3,4:10,79:48,2:2,3:2,6:11,4:5,1:9,18:17,1:1,2:7,2:2,1:2,0:0,0:0,1:0,0:0,0:2,8:5,18:16,1:1,5:1,0:1,0:0,0:0,0:0,4553
0:0,3:0,0:0,0:1,0:0,0:0,2:0,3:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,4552
0:0,16:9,1:1,2:0,4:1,0:1,6:5,9:12,1:0,5:2,7:3,0:1,4:1,0:1,0:0,0:0,0:0,2:1,0:1,0:0,0:0,1:0,1:0,0:1,0:0,0:1,4552
1:1,1:1,0:2,11:16,4:4,11:10,7:6,1:1,1:2,7:7,2:4,6:2,1:0,1:4,0:1,14:12,0:0,0:1,82:45,3:2,2:0,0:1,0:0,1:0,0:0,0:0,4552
4:1,1:2,4:1,1:2,0:0,0:1,0:1,15:7,2:0,0:2,1:0,0:0,1:1,0:0,0:0,0:0,0:0,2:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4551
0:0,32:23,1:0,3:4,3:1,0:0,8:5,8:7,1:1,2:1,6:4,0:0,10:8,0:0,1:0,0:0,0:0,0:1,1:0,0:3,1:0,0:0,1:1,0:0,0:0,0:0,4551
4:4,2:2,34:23,5:5,0:1,20:8,2:0,2:2,9:8,0:0,1:3,0:0,1:0,0:0,0:0,0:0,0:0,0:1,7:3,0:0,0:0,1:0,0:0,0:0,0:1,0:0,4550
0:1,16:12,2:4,0:1,1:1,1:1,4:4,23:9,2:1,7:5,25:9,0:0,2:3,0:1,0:0,0:0,0:0,7:3,2:1,0:0,0:2,0:0,1:0,0:0,0:1,0:0,4550
0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,102:114,0:0,0:0,0:0,0:0,4550
2:1,5:6,3:3,3:4,2:2,6:5,1:1,1:3,15:9,3:4,0:0,0:0,8:11,4:2,0:1,5:3,0:1,3:5,125:84,0:0,34:34,5:5,0:0,0:0,0:0,0:0,4550
23:15,2:3,10:7,9:3,2:2,0:1,1:1,0:4,1:1,1:0,0:0,0:2,4:3,0:0,0:0,0:0,0:0,0:0,5:4,0:0,0:0,1:0,0:1,0:0,0:0,0:0,4549
0:0,0:0,0:0,0:0,0:0,25:20,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,4548
7:5,1:3,11:5,7:2,3:0,20:13,0:1,1:1,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,3:0,1:4,0:0,0:0,0:0,4548
2:2,4:4,26:12,3:2,4:1,5:3,3:3,6:4,8:5,1:2,1:5,0:1,4:3,0:2,0:1,0:2,0:1,1:1,2:0,2:1,0:1,3:3,0:1,1:0,1:0,0:0,4548
0:0,112:93,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:3,0:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4548
0:0,15:8,0:0,10:6,1:0,0:0,6:4,70:63,0:0,5:3,0:0,0:0,12:6,0:0,0:0,0:0,0:1,18:10,3:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,4548
0:1,4:6,0:1,0:0,1:1,0:0,4:5,8:4,0:0,2:0,1:1,0:0,4:1,0:0,0:0,0:0,0:1,2:2,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,4547
0:1,9:6,0:1,0:2,0:0,0:0,7:7,6:5,2:1,1:0,7:4,1:0,4:3,1:0,0:0,0:1,0:0,0:1,0:1,0:0,1:0,0:0,0:0,1:0,0:0,0:0,4546
0:2,0:0,1:0,1:0,1:0,0:0,0:0,0:0,2:0,3:1,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,4545
0:0,4:1,0:0,0:0,2:0,0:0,9:7,4:0,0:0,0:0,1:0,0:0,2:1,0:1,1:0,0:0,0:0,0:0,1:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,4545
1:0,11:8,4:1,0:2,1:1,0:2,4:1,1:0,2:2,3:3,1:1,0:0,1:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,1:0,0:0,0:0,0:0,4545
2:2,7:8,2:4,32:13,5:5,0:2,27:20,1:0,2:0,11:10,29:14,1:1,17:20,0:0,0:0,1:1,4:1,7:4,5:2,0:0,0:0,0:1,0:1,0:0,0:0,1:0,4545
5:2,4:1,5:4,1:3,1:1,0:1,1:2,6:0,0:0,0:0,0:1,1:0,1:1,0:0,0:0,1:0,0:0,0:0,2:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,4544
13:8,1:1,2:1,3:1,0:0,0:0,40:14,0:0,1:0,0:0,6:5,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:1,0:0,4544
24:21,3:4,6:6,1:0,33:20,2:2,0:0,0:0,0:0,1:1,0:0,3:2,1:0,0:0,0:0,3:0,4:0,1:2,11:7,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4544
8:5,2:2,46:33,1:2,1:2,22:12,0:2,0:0,4:5,0:1,1:1,0:0,2:2,0:0,0:0,0:0,0:0,1:0,4:3,0:0,1:0,1:3,0:0,0:1,0:0,0:0,4544
0:0,1:1,0:0,0:0,0:0,0:0,1:1,4:2,0:0,6:2,2:2,0:0,3:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,4543
10:2,0:1,0:1,0:1,11:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:1,0:0,0:0,0:2,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4543
1:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,5:3,0:0,0:0,0:0,16:9,0:0,0:0,26:19,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4543
24:20,11:10,2:4,33:30,12:10,0:0,0:0,2:1,10:9,0:0,0:0,0:0,1:2,0:0,0:0,22:12,0:1,1:1,13:6,0:0,0:0,2:4,0:0,0:2,0:0,0:0,4543
1:2,106:87,31:24,29:17,0:3,4:1,11:17,11:10,10:6,26:16,56:41,1:0,14:10,1:0,0:0,0:0,0:0,9:7,3:6,3:3,0:1,0:1,2:1,0:1,2:1,0:1,4542
4:2,2:2,0:0,0:1,4:5,0:0,2:2,0:0,8:7,0:0,0:0,0:0,1:3,0:0,0:0,0:2,0:1,0:0,0:0,0:0,0:1,1:4,0:0,0:1,0:0,0:0,4541
0:0,0:1,3:1,2:3,0:0,0:1,1:0,2:4,1:1,44:17,1:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,4541
0:0,3:2,4:4,7:7,8:8,0:1,5:8,2:2,1:2,9:8,116:76,1:1,7:9,1:1,1:2,0:1,1:1,7:8,0:1,0:0,0:0,0:0,10:4,1:0,1:0,1:0,4541
8:3,2:2,3:1,2:2,2:0,0:1,1:2,3:2,0:0,1:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,4:0,0:0,0:0,0:0,0:0,0:0,0:0,4540
18:11,2:2,2:2,9:11,3:2,3:1,1:1,1:0,0:0,0:1,1:1,4:3,0:1,0:0,0:0,4:0,0:1,0:0,34:26,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4540
5:3,43:37,4:4,4:5,2:1,3:5,32:26,22:11,5:5,10:8,35:31,1:1,10:7,0:1,0:0,1:1,0:1,5:6,4:3,0:2,0:0,0:2,0:3,1:0,1:1,0:0,4540
25:26,69:48,12:18,22:15,20:22,8:10,28:29,9:7,6:5,15:19,30:27,5:5,17:9,1:1,1:0,2:2,0:0,19:25,8:8,0:0,5:2,0:2,1:0,2:2,0:1,0:3,4540
0:2,12:4,3:1,0:0,0:0,1:0,3:3,0:2,0:0,0:0,3:4,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4539
12:14,1:1,6:4,9:13,0:0,10:5,0:0,0:1,1:1,0:0,0:0,3:3,0:1,0:0,0:0,1:2,0:0,0:0,28:17,1:0,0:0,1:0,0:0,0:0,0:0,0:0,4539
0:0,1:1,1:2,1:1,2:5,0:1,4:3,6:5,0:0,3:0,0:1,0:0,14:6,0:0,0:0,1:0,1:0,0:5,2:0,0:0,0:0,1:0,0:0,0:0,2:1,0:0,4538
