D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,Moira,hours,rank
0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,7:7,0:0,0:0,0:0,80:56,0:0,0:0,30:35,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4585
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,15:8,0:0,0:0,19:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4584
15:7,0:1,0:2,0:1,7:2,4:3,2:1,2:2,0:0,1:0,0:2,1:0,2:1,0:0,0:0,0:0,0:0,1:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4584
28:13,2:2,4:2,1:0,5:1,0:0,1:5,3:4,0:1,3:2,2:0,0:0,1:3,0:0,0:0,0:0,0:0,5:5,4:3,0:0,0:0,3:2,1:0,0:0,0:0,0:0,0:0,Updated : 75 Hours Ago,4584
0:1,0:0,0:0,0:0,0:0,83:78,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,4584
13:7,0:0,0:0,0:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 139 Hours Ago,4583
3:3,42:25,1:1,1:3,4:3,0:1,4:3,5:5,0:2,2:2,3:6,0:0,25:15,0:0,0:0,2:2,0:1,2:0,1:2,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,Updated : 19 Hours Ago,4583
9:3,2:2,3:1,1:0,0:0,0:0,1:1,0:0,0:0,1:1,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4582
2:0,2:4,38:20,2:2,2:0,4:5,2:5,0:1,9:7,0:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:2,0:2,0:0,0:1,0:1,0:0,0:0,0:0,0:2,Updated : 26 Min. Ago,4582
1:0,0:0,4:1,0:0,0:0,31:18,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,4581
0:0,0:0,32:23,0:1,0:1,3:2,2:0,0:0,0:1,0:0,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,3:0,0:0,1:1,0:0,0:0,0:0,0:0,3:0,Updated : 20 Hours Ago,4581
0:0,0:1,0:0,0:0,1:1,0:0,3:2,1:0,0:0,0:1,9:4,0:0,1:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4580
1:0,0:1,0:0,5:1,2:0,0:1,19:12,2:2,1:4,1:0,1:2,1:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 24 Hours Ago,4580
1:0,6:2,0:1,1:0,1:0,1:0,4:4,2:2,0:0,0:0,13:6,1:0,4:2,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 143 Hours Ago,4579
11:6,2:5,3:1,5:3,2:1,0:0,1:1,6:3,2:2,1:1,0:0,1:0,4:5,0:0,0:0,0:0,1:0,1:1,5:0,1:0,0:0,4:1,1:0,0:0,0:0,0:0,1:0,Updated : 35 Hours Ago,4579
2:0,4:3,5:4,1:1,0:1,0:2,1:0,15:10,1:1,1:1,0:1,0:0,1:1,0:0,0:0,0:0,0:0,3:2,2:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4578
16:11,0:0,5:4,4:2,3:1,1:1,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,3:2,0:0,0:0,13:11,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,4576
2:0,5:9,10:2,0:1,1:0,0:1,0:1,26:14,0:1,0:1,0:0,2:0,1:1,0:1,0:0,2:0,0:0,3:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4576
2:2,3:2,0:2,1:1,3:2,0:0,7:4,12:8,5:7,10:2,2:1,0:0,7:3,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4576
3:1,0:0,0:1,2:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4575
0:0,10:4,0:0,0:0,0:0,0:0,5:3,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4574
0:0,0:0,24:18,0:0,0:0,0:0,1:2,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:0,0:0,0:1,0:0,0:0,0:0,0:0,2:0,Updated : 27 Hours Ago,4574
1:1,8:5,1:1,2:1,3:4,1:0,7:5,7:3,1:2,2:1,2:4,0:1,6:4,1:2,3:0,0:1,0:0,1:1,0:2,0:0,0:0,0:1,0:0,0:1,3:1,0:0,0:0,Updated : 20 Hours Ago,4574
33:25,0:2,0:0,13:11,6:1,0:0,0:0,0:0,0:1,0:1,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:1,5:6,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 80 Hours Ago,4574
0:0,0:0,6:9,0:0,0:0,21:16,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 52 Hours Ago,4573
2:1,1:3,0:0,0:1,1:1,0:1,5:3,6:2,1:0,1:0,22:11,0:0,1:0,0:0,1:1,0:0,0:0,5:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4573
0:0,2:3,0:0,0:0,0:0,0:0,1:3,3:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,Updated : 2 Hours Ago,4572
0:0,0:0,28:22,4:0,0:0,2:5,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 69 Hours Ago,4572
1:0,0:0,2:6,2:1,0:0,0:1,1:4,1:1,0:0,0:0,32:14,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4572
0:0,33:19,0:0,1:2,0:0,0:0,2:3,0:1,0:0,1:1,5:2,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 5 Hours Ago,4572
17:12,0:0,81:60,26:25,4:2,33:32,1:1,4:9,5:11,8:5,1:2,12:4,3:7,1:1,0:0,1:1,2:0,0:1,10:5,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4523
4:2,18:15,4:2,1:2,1:1,1:0,15:12,4:3,1:1,1:1,8:5,1:0,8:5,0:1,0:1,0:2,0:0,0:2,3:3,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,4570
15:5,0:0,4:3,4:1,1:0,1:4,3:1,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,1:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4569
31:16,17:16,6:3,3:3,2:1,0:1,12:13,41:38,1:1,0:1,5:5,0:2,1:2,0:0,0:0,3:5,0:0,2:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4569
0:0,49:35,0:3,1:0,0:1,5:6,21:19,1:3,2:3,0:1,26:20,0:0,11:3,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:1,0:0,3:1,0:0,0:0,Updated : 8 Hours Ago,4568
33:19,0:1,0:0,3:2,0:1,0:2,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4567
25:11,3:1,7:5,0:1,1:3,2:1,0:0,0:0,0:0,0:0,0:0,4:1,12:4,0:0,0:0,2:4,1:1,0:0,5:5,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,Updated : 114 Hours Ago,4566
0:0,2:1,0:0,1:2,1:1,0:0,3:1,16:14,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4565
8:2,2:2,2:0,1:4,1:1,1:0,2:2,5:2,4:2,0:2,0:1,2:0,0:1,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4565
0:0,20:13,1:1,2:1,0:1,0:0,5:5,1:2,0:1,1:0,4:4,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 13 Min. Ago,4565
10:9,5:4,0:0,4:3,4:4,0:0,3:2,3:4,2:2,0:1,1:0,1:0,8:3,0:0,0:1,2:0,0:0,2:2,5:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 27 Hours Ago,4565
1:3,21:14,2:4,2:3,4:0,2:4,12:11,2:4,0:0,1:2,18:13,0:0,5:1,0:0,0:0,0:0,0:0,3:3,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 11 Hours Ago,4565
4:4,12:16,14:7,4:7,6:2,1:2,7:7,38:38,3:1,19:8,2:1,2:0,9:9,1:2,1:1,0:0,0:0,7:4,3:0,0:1,0:0,0:0,1:2,0:0,1:0,0:0,0:1,Updated : 22 Hours Ago,4565
2:1,0:0,14:5,0:0,2:1,17:16,0:1,0:0,1:1,0:0,0:0,1:1,0:2,0:0,0:0,2:1,0:0,0:0,3:0,0:0,0:0,2:1,0:0,0:0,0:0,1:0,0:0,Updated : 20 Hours Ago,4564
17:14,1:3,6:3,5:1,0:1,5:5,6:5,4:2,0:0,6:2,1:1,5:1,1:1,0:0,0:0,2:1,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:3,0:0,Updated : 2 Min. Ago,4564
19:7,19:16,10:13,4:1,9:3,1:2,5:8,16:13,3:1,5:2,2:2,0:1,5:4,1:0,0:0,0:1,2:1,6:9,1:0,0:0,1:0,3:0,2:4,0:0,0:0,0:0,0:0,Updated : 127 Hours Ago,4564
0:0,2:2,4:4,7:6,7:7,0:1,4:8,2:2,0:1,8:8,109:72,1:1,4:8,1:1,1:2,0:1,1:1,6:8,0:1,0:0,0:0,0:0,10:4,1:0,1:0,1:0,0:0,Updated : 4 Hours Ago,4564
0:0,0:1,5:3,0:0,0:0,0:0,0:0,0:0,1:0,0:0,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4563
2:6,31:31,0:1,2:1,9:3,1:0,10:14,5:4,6:6,1:1,5:4,2:2,3:2,0:0,0:0,1:1,0:0,10:5,1:0,0:0,1:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,4563
0:0,0:0,0:0,0:0,0:0,0:0,5:2,0:0,0:0,0:0,16:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 144 Hours Ago,4562
0:1,1:0,1:0,1:1,1:1,2:1,0:0,1:0,0:0,0:0,0:0,7:3,0:0,0:0,0:0,3:3,0:0,0:0,15:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Min. Ago,4562
0:0,0:0,0:2,4:2,0:0,0:0,24:14,0:0,0:0,0:0,2:2,0:0,1:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,0:0,Updated : 30 Hours Ago,4562
0:0,0:0,5:7,16:11,0:0,0:0,5:5,0:1,1:1,3:2,3:3,0:0,5:9,0:0,0:1,0:0,0:0,5:4,0:0,0:0,0:0,0:2,77:49,0:0,0:1,0:0,0:0,Updated : 4 Hours Ago,4562
14:4,3:2,2:1,0:1,7:4,4:3,0:0,1:0,0:0,3:0,0:1,0:0,2:4,0:0,0:0,0:1,0:0,2:1,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,Updated : 20 Hours Ago,4561
0:0,7:5,3:2,0:0,0:0,2:1,17:6,6:4,1:1,0:0,0:0,2:0,2:1,0:0,0:0,0:0,0:0,5:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,4561
3:0,13:12,2:1,3:2,2:5,0:1,5:6,53:30,0:2,4:2,10:11,1:0,2:3,6:1,1:0,0:0,0:0,11:7,3:1,0:0,0:0,0:1,1:0,0:1,0:1,0:0,0:0,Updated : 2 Hours Ago,4561
11:6,14:12,24:13,9:5,4:2,10:12,9:14,23:19,6:0,4:2,6:8,2:3,1:3,0:0,0:0,1:0,0:0,1:1,5:5,1:0,0:0,0:0,0:1,0:0,1:0,0:0,1:0,Updated : 2 Hours Ago,4561
0:0,6:2,0:0,0:1,0:0,0:0,4:2,0:0,0:0,0:0,26:15,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4560
0:0,0:0,0:0,0:0,0:0,26:25,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 42 Hours Ago,4559
0:0,15:6,0:0,0:0,0:0,0:0,5:2,1:0,0:0,1:0,1:2,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 90 Hours Ago,4558
4:2,3:3,6:6,4:2,1:1,5:4,1:1,5:4,3:0,1:1,1:4,5:1,2:2,0:0,0:1,1:0,0:0,1:0,0:1,0:0,0:1,4:1,1:1,0:0,1:0,0:0,0:0,Updated : 32 Hours Ago,4558
9:6,2:1,1:1,0:3,7:5,0:0,2:5,2:3,0:0,1:0,1:2,12:6,2:3,0:0,0:1,4:2,2:0,1:0,3:1,0:0,0:0,0:0,0:1,1:1,1:0,0:0,0:0,Updated : 153 Hours Ago,4558
0:0,3:4,0:0,0:0,1:3,0:0,42:19,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,4557
1:2,18:20,4:3,3:4,2:1,4:1,14:8,2:1,0:0,4:4,7:8,0:0,0:1,0:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4557
19:9,46:26,0:0,0:0,3:8,0:1,0:2,2:7,0:0,0:0,0:3,0:0,5:6,0:0,0:0,1:1,0:0,0:0,3:3,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 228 Hours Ago,4557
0:0,9:6,0:0,0:0,0:0,0:0,2:2,8:8,3:0,0:0,2:0,0:0,3:1,0:0,0:1,0:0,0:0,1:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4556
0:1,1:1,0:0,0:1,0:0,0:0,3:4,3:3,2:1,1:0,2:2,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 19 Hours Ago,4555
1:1,7:0,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4554
0:0,0:0,0:0,0:0,0:0,9:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 92 Hours Ago,4554
0:0,0:0,2:2,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,6:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4554
0:0,0:0,17:5,0:0,0:0,2:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4554
4:3,1:1,1:0,0:0,1:0,1:1,5:2,4:1,2:1,2:1,1:0,1:0,9:3,0:0,0:0,1:0,1:0,2:1,1:1,0:0,0:0,1:0,0:1,0:1,1:0,0:0,0:0,Updated : 32 Hours Ago,4554
1:1,13:9,2:0,0:0,1:0,1:1,1:1,6:2,0:0,0:1,2:3,0:1,3:1,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:2,0:1,0:0,0:0,0:0,Updated : 81 Hours Ago,4553
1:2,0:0,3:7,0:3,0:0,3:1,0:0,0:0,0:0,30:17,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,4553
2:2,2:8,4:2,8:4,2:0,0:0,1:3,30:17,0:1,2:2,3:1,2:0,3:3,0:0,0:0,1:0,0:0,5:2,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 15 Hours Ago,4553
0:2,0:0,0:1,0:0,0:0,168:147,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,Updated : 2 Hours Ago,4553
0:0,3:0,0:0,0:1,0:0,0:0,2:0,3:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,4552
1:1,0:2,2:2,2:1,0:0,0:0,8:4,6:9,0:0,1:0,5:6,1:0,4:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:1,1:0,0:0,0:0,Updated : 223 Hours Ago,4552
1:1,49:37,0:0,0:1,3:3,0:0,1:2,7:7,0:0,4:4,0:4,0:1,1:3,0:0,0:0,0:1,0:0,0:1,0:0,0:0,7:3,0:1,0:0,0:0,0:1,0:0,0:0,Updated : 50 Hours Ago,4552
0:1,0:0,0:0,15:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 138 Hours Ago,4551
10:10,0:0,0:0,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4551
1:2,5:6,11:11,1:1,1:0,1:1,6:3,23:12,1:1,1:3,7:4,2:1,3:2,0:0,0:0,0:1,0:0,6:2,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 11 Min. Ago,4551
0:0,15:11,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,19:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4550
8:3,2:4,0:0,0:0,0:0,1:2,1:1,0:0,1:2,0:0,2:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 19 Hours Ago,4548
24:12,2:0,1:2,3:5,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4548
0:0,2:4,0:0,2:1,0:0,0:0,1:3,0:1,0:0,1:0,1:1,0:1,2:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 77 Hours Ago,4547
17:12,0:0,0:0,0:2,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4546
2:4,1:0,15:5,2:1,3:1,21:17,0:2,5:6,0:0,2:1,0:0,2:5,10:7,0:1,0:0,1:1,0:0,0:0,18:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4546
2:5,0:1,35:22,0:0,5:4,24:11,0:0,0:1,7:7,0:3,1:0,1:4,2:2,0:0,0:0,5:2,0:0,0:0,0:7,0:0,0:0,1:4,0:0,0:0,0:0,5:0,0:0,Updated : 22 Hours Ago,4546
0:0,0:0,0:0,0:0,0:0,16:15,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 45 Hours Ago,4545
2:0,2:1,5:6,2:2,0:1,19:5,4:3,0:1,3:0,0:2,0:1,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4545
0:1,0:1,1:1,1:3,0:1,0:0,0:0,0:0,0:0,0:0,0:0,4:3,0:0,0:0,0:0,4:7,0:0,0:0,38:25,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Min. Ago,4545
1:0,10:9,0:0,0:0,4:3,0:0,16:11,14:13,1:1,2:3,12:10,0:0,7:5,0:0,0:0,0:0,0:0,6:4,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,4545
0:0,0:1,5:2,1:1,0:0,0:0,3:5,0:0,18:7,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,4544
10:2,0:1,0:1,0:1,11:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:1,0:0,0:0,0:2,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4543
1:2,0:1,26:11,0:1,0:0,2:0,1:0,0:2,2:1,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4543
6:3,7:5,1:0,4:1,1:0,2:1,0:1,4:5,0:1,7:4,6:4,0:0,1:0,0:0,0:0,0:0,0:1,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 8 Hours Ago,4543
0:0,0:1,46:41,0:0,0:0,0:2,0:0,0:0,31:28,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,1:2,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4543
5:5,2:2,0:3,2:8,1:0,3:4,0:4,1:1,1:0,1:1,0:0,5:7,1:0,0:1,0:0,2:7,0:0,1:1,74:61,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 35 Hours Ago,4543
0:0,1:1,0:1,18:4,1:1,0:0,2:2,3:2,0:0,1:0,0:1,2:0,3:3,0:0,0:0,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4542
4:3,0:1,4:3,2:2,1:0,15:11,0:1,0:0,0:0,0:1,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,6:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 139 Hours Ago,4542
3:3,2:6,3:2,8:4,0:1,4:2,3:5,14:15,0:0,2:0,0:2,1:1,0:0,0:1,0:0,1:0,1:1,14:6,1:3,0:1,0:0,0:1,0:1,1:0,0:0,0:0,0:1,Updated : 4 Hours Ago,4339
0:0,14:7,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 47 Hours Ago,4541
0:1,0:0,0:0,2:2,0:0,0:0,0:0,8:9,0:0,5:2,0:0,1:1,3:3,0:0,0:0,1:1,0:0,3:1,1:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 73 Hours Ago,4541
5:2,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4540
3:2,4:3,4:1,3:0,1:0,6:2,2:2,6:4,3:2,0:1,1:0,0:0,1:1,0:0,0:0,0:0,0:0,1:0,3:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4540
0:1,0:0,2:0,2:0,0:0,0:0,1:1,0:0,1:1,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4539
3:0,9:2,0:1,1:0,0:0,1:0,2:1,1:2,0:0,1:1,3:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 20 Hours Ago,4539
0:0,15:9,1:1,2:0,4:1,0:1,5:6,9:11,1:0,5:2,6:4,0:1,4:1,0:0,0:0,0:0,0:0,2:1,0:1,0:0,0:0,1:0,1:0,0:1,0:0,0:1,0:0,Updated : 20 Hours Ago,4538
8:7,3:1,6:5,1:4,2:1,22:11,6:9,11:9,4:3,2:0,1:3,2:1,1:1,0:1,1:0,0:1,0:0,4:6,3:2,1:0,0:0,0:1,0:1,0:0,0:0,0:0,1:0,Updated : 8 Hours Ago,4538
